Name,Ingredients,Making,Link,Base
Tequila Daisy,"['1/2 ounce lemon juice', '1/2 teaspoon sugar', '2 ounces tequila', '1/2 ounce Grand Marnier', 'Club soda']","In a shaker, stir together the lemon juice and sugar.
Add the tequila and Grand Marnier, and fill with ice.
Shake until well-chilled, then strain into a chilled cocktail glass.
Top with a small splash of club soda.",https://www.liquor.com/recipes/tequila-daisy/,N/A
Tommy’s Margarita,"['2 ounces tequila', '1 ounce lime juice', '1/2 ounce agave nectar', 'salt']","Rim a rocks glass with salt and set it aside.
Add the tequila, lime juice and agave nectar to a shaker with ice and shake until well-chilled.
Strain over fresh ice into the prepared glass.",https://www.liquor.com/recipes/tommys-margarita/,N/A
Frozen Margarita,"['2 ounces tequila', '3/4 ounce orange liqueur', '1 ounce lime juice', 'salt', 'lime wheel']","Salt the rim of a chilled Margarita glass and set aside.
Add the tequila, orange liqueur and lime juice into a blender, and top with 1 cup of ice. Blend until the mixture is smooth and frothy.
Pour the contents of the blender into the salted Margarita glass.
Garnish with a lime wheel.",https://www.liquor.com/recipes/frozen-margarita/,N/A
Spicy Margarita,"['1 lime wedge', '2 jalapeno coins', '2 ounces tequila', '1/2 ounce orange liqueur', '1 ounce lime juice', '1/2 ounce agave syrup', 'salt', 'jalapeno']","Rub the rim of a rocks glass with a lime wedge, dip the rim in salt to coat, and set aside.
Add the jalapeno coins to a shaker and gently muddle.
Add the blanco tequila, orange liqueur, lime juice and agave syrup, plus ice, and shake until well-chilled.
Strain into the prepared glass over fresh ice.
Garnish with a jalapeno coin.",https://www.liquor.com/recipes/spicy-margarita/,N/A
Strawberry Margarita,"['2 ounces tequila', '1/2 ounce triple sec', '1/2 cup fresh strawberries', '1 ounce lime juice', '1/2 ounce agave nectar', '1 whole strawberry']","Add the tequila, triple sec, strawberries, lime juice and agave nectar into a blender with a cup of ice and blend until a smooth, slushy texture is achieved.
Pour into a Margarita or cocktail glass.
Garnish with a fresh strawberry.",https://www.liquor.com/strawberry-margarita-cocktail-recipe-5192351,N/A
Breakfast Margarita,"['1 3/4 ounces tequila', '3/4 ounce Cointreau', '3/4 ounce lime juice', '1/4 ounce agave syrup', '2 teaspoons orange marmalade', '1 orange slice']","Add the tequila, Cointreau, lime juice, agave syrup and orange marmalade into a shaker with ice and shake until well-chilled.
Strain into a rocks glass filled with fresh ice.
Garnish with an orange slice.",https://www.liquor.com/recipes/breakfast-margarita/,N/A
Black Mole Margarita,"['1 3/4 ounces mezcal', '1 ounce Cointreau', '1 ounce lime juice, freshly squeezed', '1/2 ounce black-cocoa-and-orange syrup*', '3 dashes mole bitters (such as Bittermens)', 'Soda water, to top', 'Garnish: lime wheel (dehydrated or fresh)']","Add all ingredients except soda water into a shaker with ice and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Top with soda water and stir gently to combine.
Garnish with a lime wheel.
*Black-cocoa-and-orange syrup: Add 1 cup demerara sugar and 1/2 cup water into a small saucepan. Bring to a boil, then simmer until sugar is dissolved. Remove from heat and add 2 Tbsp unsweetened cocoa powder and the peel from 1 large orange. Stir until cocoa powder is dissolved, and allow to steep until cool. Strain out solids. Will keep refrigerated in an airtight container for up to one week.",https://www.liquor.com/black-mole-margarita-cocktail-recipe-5079834,N/A
Spicy Mint Avocado Margarita,"['1 slice avocado', '3 slices jalapeño', '4 mint leaves', '1 ounce lime juice', '2 ounces tequila', '1 ounce orange liqueur', '1/2 ounce simple syrup', '1 pinch salt', 'salt rim', 'mint sprig']","Rim a double rocks glass with salt and set aside.
Add the avocado, jalapeño, mint and lime juice into a shaker and muddle until the avocado is mashed.
Add the tequila, orange liqueur, simple syrup and salt.
Fill the shaker with ice, and shake until well-chilled.
Strain into the prepared rocks glass over fresh ice.
Garnish with a mint sprig.",https://www.liquor.com/recipes/spicy-mint-avocado-margarita/,N/A
Thanksgiving Margarita,"['1 tablespoon ground ginger', '1 tablespoon sea salt', '1 lime wedge', '1 1/2 ounces tequila', '1/4 ounce allspice dram', '1/4 ounce amaretto', '1 ounce pumpkin puree', '3/4 ounce lime juice', '1/2 ounce agave nectar', 'roasted pumpkin']","On a small plate, combine the ground ginger and sea salt. Rub the lime wedge along half of the rim of a rocks glass and dip the glass in the mixture. (For a finer texture, pound the ginger and sea salt with a mortar and pestle.)
Add the tequila, allspice dram, amaretto, pumpkin puree, lime juice and agave nectar into a shaker with ice and shake until well-chilled.
Strain into the prepared glass over fresh ice.
Garnish with a roasted pumpkin slice.",https://www.liquor.com/thanksgiving-margarita-cocktail-recipe-5088179,N/A
Manu de Chango,"['1 1/2 ounces tequila', '1/2 ounce Pierre Ferrand dry curaçao', '1 ounce grapefruit juice', '3/4 ounce guava syrup', '1/2 ounce lime juice', 'guava fruit leather']","Add all the ingredients into a shaker with ice.
Shake until well-chilled, and double-strain into a cocktail glass.
Garnish with guava fruit leather.
*Guava syrup: Slice 1 1/4 cup guava and macerate with 1 1/4 cup sugar and 3/4 cup water, mixing occasionally until the sugar is dissolved. Refrigerate the mixture until ready to strain. (Ideally, this can be done a day in advance and left overnight in the fridge.) Strain the syrup from the pulp, keeping the pulp for garnish if you wish.
**Guava fruit leather: Take the discarded guava pulp, and puree in a blender until smooth. Pour the mixture through a large sieve onto a piece of parchment paper on a sheet pan, spreading to make an even layer. Place the sheet pan in an oven set at 135 degrees F for about 6 hours, checking periodically to prevent over-drying. Remove and cut into 1 x 2 inch slices.",https://www.liquor.com/recipes/manu-de-chango/,N/A
Shrubarita,"['1 tablespoon maple syrup', '1 teaspoon kosher salt', '1 teaspoon black pepper', '1 3/4 ounces mezcal', '3/4 ounce maple beet shrub', '1/4 ounce lime juice', 'lime wheel']","Pour the maple syrup onto a small plate. On another plate, mix the salt and pepper. Dip a rocks glass in the maple syrup and gently shake to remove excess before dipping into the salt and pepper mixture to rim the glass.
Add the mezcal, maple beet shrub and lime juice into a cocktail shaker with ice and shake until well-chilled.
Strain the drink into the prepared glass, and garnish with a lime wheel.",https://www.liquor.com/recipes/shrubarita/,N/A
White Dragon,"['1 3/4 ounces tequila', '3/4 ounce Cointreau', '3/4 ounce lemon juice', '1 egg white', 'orange twist']","Add the blanco tequila, Cointreau, lemon juice and egg white to a shaker and dry shake (without ice) for at least 15 seconds.
Fill shaker with ice and shake again until well-chilled.
Double-strain into a chilled coupe glass.
Twist a swath of orange peel over the drink and discard.
Consuming raw and lightly cooked eggs poses a risk of food-borne illness.",https://www.liquor.com/recipes/white-dragon/,Tequila & Mezcal Cocktails
Oyster Shooter,"['1 tablespoon chili salt', '1 lime wedge', '6 stalks celery', '1 cucumber', '12 tomatillos', '6 ounces mezcal', '3 teaspoons Tabasco sauce', '1 teaspoon black pepper', '1 teaspoon salt', '12 oysters']","Serves 12
Place the chile salt on a plate. Run a lime wedge around the rim of 12 tall shot glasses and dip the rim of each glass into the chile salt. Set aside.
Add the celery, cucumber and tomatillo juices into a pitcher and stir to combine.
Add the mezcal, green Tabasco, pepper and salt, and stir to combine.
Divide between the shot glasses.
Place a freshly shucked oyster on top of each. Eat the oyster first, then do the shot.
Mixture will keep, refrigerated, for up to a week. Stir well before serving.",https://www.liquor.com/oyster-shooter-recipe-5186268,Tequila & Mezcal Cocktails
Bright Lights,"['1 ounce blanco tequila (such as Siete Leguas)', '1/2 ounce Sotol Por Siempre', '1/2 ounce verjus (such as Wolffer)', '1/2 ounce rosé cava syrup*', '1 dash celery bitters (such as Bittermens celery shrub)', 'Garnish: orange twist', 'Garnish: grapefruit twist']","Add the tequila, sotol, verjus, syrup and bitters into a mixing glass with ice and stir until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with an orange twist and a grapefruit twist.
*Rosé cava syrup: Add 3 cups rosé cava and 1 cup raw acacia honey into a pot over low heat and stir until honey is dissolved. Remove from heat and allow to cool before using. Will keep, tightly covered and refrigerated, for up to 1 month.",https://www.liquor.com/bright-lights-cocktail-recipe-5119075,Tequila & Mezcal Cocktails
Espress Ya’self,"['1 1/2 ounces tequila', '1 ounce coffee liqueur', '1/2 ounce mezcal', '1 ounce cold-brew coffee', '1/2 ounce agave nectar', '1 teaspoon vanilla extract', '4 dashes bitters', '4 dashes bitters', 'edible glitter']","Add the tequila, coffee liqueur, mezcal, cold-brew coffee, agave nectar, vanilla extract, chocolate bitters and Firewater bitters into a shaker with ice and shake until well-chilled.
Strain into a coupe glass.
Garnish with black, green and red edible glitter.",https://www.liquor.com/espress-ya-self-cocktail-recipe-5112737,Tequila & Mezcal Cocktails
Pimm’s Coupe,"['1 ounce mezcal', ""1 ounce Pimm's No. 1 liqueur"", '1 1/2 ounces lemon juice, freshly squeezed', '3/4 ounce simple syrup', 'Garnish: lemon twist', 'Garnish: strawberry (fresh or dehydrated)']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.
Garnish with a lemon twist and a fresh or dehydrated strawberry.",https://www.liquor.com/pimms-coupe-cocktail-recipe-5101652,Tequila & Mezcal Cocktails
Margarita,"['2 ounces tequila', '1/2 ounce orange liqueur', '1 ounce lime juice', '1/2 ounce agave syrup', 'lime wheel', 'kosher salt']","Add tequila, orange liqueur, lime juice and agave syrup to a cocktail shaker filled with ice, and shake until well-chilled.
Strain into a rocks glass over fresh ice.
Garnish with a lime wheel and kosher salt rim (optional).",https://www.liquor.com/recipes/margarita/,N/A
Paloma,"['2 ounces tequila', '1/2 ounce lime juice', 'Grapefruit soda', 'lime wheel', 'salt']","Rub a lime wedge around the edge of a highball glass, and dip the rim in salt (optional).
Add the tequila and lime juice to the glass, and fill with ice.
Top with grapefruit soda, and stir briefly and gently to combine.
Garnish with a lime wheel.",https://www.liquor.com/recipes/paloma/,N/A
Michelada,"['1 pinch salt', '1 pinch cayenne pepper', '1 lime wedge', '1/2 ounce lime juice', '2 dashes Worcestershire sauce', '2 dashes Tabasco sauce', '1 pinch ground black pepper', '1 pinch celery salt', 'lager beer', 'lime wedge']","Add equal parts salt and cayenne pepper to a plate or shallow bowl. Rub the lime wedge along half the rim of the pint glass and then dip the rim into the salt-cayenne mixture.
Add the lime juice, Worcestershire sauce, Tabasco, black pepper and celery salt into the glass.
Fill with the beer and garnish with a lime wedge.",https://www.liquor.com/recipes/michelada/,N/A
Sangrita,"['15 ounces tomato juice', '6 ounces grapefruit juice', '6 ounces orange juice', '2 ounces lime juice', '2 ounces Tabasco', '2 teaspoons black pepper', '1 teaspoon salt', '1 jalapeño pepper']","Add the tomato juice, grapefruit juice, orange juice, lime juice, Tabasco, black pepper, salt and jalapeño pepper into a pitcher and stir until the salt dissolves.
Let stand for 15 to 30 minutes, then remove and discard the jalapeño. (The longer the jalapeño infuses, the spicier the Sangrita will be.)
Serve as an accompaniment to a shot of tequila.
Store any remaining Sangrita in the refrigerator.",https://www.liquor.com/recipes/sangrita/,N/A
Oaxaca Old Fashioned,"['1 1/2 ounces tequila (preferably El Tesoro)', '1/2 ounce mezcal (preferably Del Maguey San Luis Del Rio)', '1 spoon agave nectar', '2 dashes bitters', 'flamed orange peel']","Add the tequila, mezcal, agave nectar and Angostura bitters to an Old Fashioned glass with one large ice cube, and stir until well-chilled.
Flame an orange peel over the top of the drink to express its oils, then garnish with the peel.",https://www.liquor.com/recipes/oaxacan-old-fashioned/,N/A
Large-Format Mezcal Negroni,"['9 ounces mezcal', '9 ounces Campari', '9 ounces sweet vermouth', 'Garnish: 10 orange twists']","Serves 10.
Add all the ingredients plus 6 ounces of water into a liter-size glass container using a funnel.
Chill for at least two hours before serving.
Pour into a rocks glass over one large ice cube.
Garnish with an orange twist.",https://www.liquor.com/recipes/large-format-mezcal-negroni/,N/A
Palomita,"['2 ounces vodka', '1/2 ounce lime juice, freshly squeezed', 'Jarritos grapefruit soda, chilled, to top', 'Garnish: vanilla-flecked salt rim', 'Garnish: lemon twist']","Rim a Collins glass with vanilla-flecked salt.
Add the vodka and lime juice to a shaker with ice and shake.
Strain into the prepared glass over fresh ice.
Top with the soda.
Garnish with a lemon twist.",https://www.liquor.com/recipes/palomita/,N/A
Spicy Mint Avocado Margarita,"['1 slice avocado', '3 slices jalapeño', '4 mint leaves', '1 ounce lime juice', '2 ounces tequila', '1 ounce orange liqueur', '1/2 ounce simple syrup', '1 pinch salt', 'salt rim', 'mint sprig']","Rim a double rocks glass with salt and set aside.
Add the avocado, jalapeño, mint and lime juice into a shaker and muddle until the avocado is mashed.
Add the tequila, orange liqueur, simple syrup and salt.
Fill the shaker with ice, and shake until well-chilled.
Strain into the prepared rocks glass over fresh ice.
Garnish with a mint sprig.",https://www.liquor.com/recipes/spicy-mint-avocado-margarita/,N/A
Naked & Famous,"['3/4 ounce mezcal (preferably Del Maguey Chichicapa)', '3/4 ounce Aperol', '3/4 ounce yellow Chartreuse', '3/4 ounce lime juice, freshly squeezed']","Add all ingredients into a shaker with ice and shake until well-chilled.
Strain into a chilled coupe glass.",https://www.liquor.com/naked-famous-cocktail-recipe-5268208,N/A
